customer_id,late_count_3m,loan_total_amount,loan_balance_total,asset_total,completed_term_ratio,credit_score
user_133,0,600000000.0,220605000.00000003,4000000000.0,0.5989,840.94
user_134,0,0.0,0.0,40000000000.0,0.4357,930.0
user_135,0,60000000.0,6484500.000000001,80000000000.0,0.8821,888.15
user_136,0,0.0,0.0,4000000000.0,0.197,930.0
user_137,0,0.0,0.0,8000000.0,0.3594,930.0
user_138,0,12000000.0,4781700.0,80000000.0,0.5653,839.69
user_139,0,1200000000.0,779129998.9000001,8000000000.0,0.2917,829.13
user_140,5,60000000.0,126498.90000000001,40000000000.0,0.9977,865.17
user_141,0,120000000.0,60247000.00000001,4000000000.0,0.4523,873.12
user_142,0,0.0,0.0,400000000.0,0.0517,930.0
user_143,0,1200000000.0,906290000.0000001,0.0,0.1761,430.0
user_144,0,0.0,0.0,40000000000.0,0.5325,930.0
user_145,0,600000000.0,247444998.9,800000000.0,0.5501,609.77
user_146,0,120000000.0,1749000.0000000002,8000000.0,0.9841,526.55
user_147,0,60000000.0,22000000.0,80000000000.0,0.6,879.91
user_148,0,0.0,0.0,80000000000.0,0.6666,930.0
user_149,0,120000000.0,86493000.0,8000000.0,0.2137,430.0
user_150,0,1200000000.0,982410000.0000001,80000000000.0,0.1069,875.87
user_151,0,1200000000.0,437800000.00000006,0.0,0.602,430.0
user_152,5,12000000.0,1486100.0000000002,80000000.0,0.8649,822.25
user_153,0,600000000.0,226929998.9,80000000000.0,0.5874,878.79
user_154,0,60000000.0,30645998.900000002,8000000.0,0.4428,430.0
user_155,5,60000000.0,23198998.900000002,80000000000.0,0.5782,845.42
user_156,0,0.0,0.0,40000000000.0,0.4688,930.0
user_157,0,0.0,0.0,8000000.0,0.1419,930.0
user_158,0,0.0,0.0,40000000000.0,0.7412,930.0
user_159,0,1200000000.0,513700000.00000006,0.0,0.533,430.0
user_160,0,0.0,0.0,4000000000.0,0.3993,930.0
user_161,0,60000000.0,24222000.000000004,800000000.0,0.5596,861.97
user_162,0,0.0,0.0,800000000.0,0.2412,930.0
user_163,5,12000000.0,6292000.000000001,8000000.0,0.428,451.35
user_164,0,0.0,0.0,0.0,0.6224,830.0
user_165,0,0.0,0.0,80000000000.0,0.2262,930.0
user_166,0,12000000.0,2761000.0,8000000000.0,0.749,879.85
user_167,0,600000000.0,263450000.00000003,8000000000.0,0.521,861.31
user_168,5,120000000.0,15212998.9,8000000.0,0.8617,436.17
user_169,0,120000000.0,16808000.0,80000000.0,0.8472,513.71
user_170,0,1200000000.0,556050000.0,80000000.0,0.4945,430.0
user_171,0,60000000.0,44247500.0,8000000.0,0.1955,430.0
user_172,0,0.0,0.0,40000000000.0,0.7366,930.0
user_173,5,1200000000.0,639429998.9000001,80000000.0,0.4187,430.0
user_174,0,120000000.0,44594000.0,80000000.0,0.5946,474.26
user_175,0,600000000.0,490985000.00000006,80000000.0,0.1073,430.0
user_176,0,0.0,0.0,400000000.0,0.6316,930.0
user_177,0,0.0,0.0,80000000000.0,0.3736,930.0
user_178,0,120000000.0,73237998.9,8000000000.0,0.3342,876.56
user_179,0,0.0,0.0,80000000.0,0.9799,947.99
user_180,0,120000000.0,62436000.00000001,40000000.0,0.4324,430.0
user_181,0,0.0,0.0,0.0,0.678,830.0
user_182,0,0.0,0.0,8000000.0,0.6277,930.0
user_183,0,12000000.0,9852700.0,80000000.0,0.1043,821.55
user_184,0,120000000.0,27731000.000000004,40000000000.0,0.7479,879.65
user_185,0,0.0,0.0,0.0,0.3232,830.0
user_186,0,120000000.0,22120998.900000002,800000000.0,0.7989,848.06
user_187,0,120000000.0,43164000.0,800000000.0,0.6076,841.26
user_188,5,0.0,0.0,80000000000.0,0.3171,895.51
user_189,0,0.0,0.0,40000000.0,0.3563,930.0
user_190,0,0.0,0.0,80000000000.0,0.7315,930.0
user_191,0,600000000.0,247444998.9,40000000000.0,0.5501,877.19
user_192,0,120000000.0,36476000.0,80000000000.0,0.6684,879.83
user_193,0,60000000.0,46293500.00000001,40000000.0,0.1583,430.0
user_194,5,12000000.0,2342998.9000000004,0.0,0.787,430.0
user_195,5,0.0,0.0,8000000.0,0.3204,895.51
user_196,0,120000000.0,41811000.0,80000000.0,0.6199,477.74
user_197,0,600000000.0,486915000.00000006,80000000.0,0.1147,430.0
user_198,0,0.0,0.0,8000000.0,0.3214,930.0
user_199,0,0.0,0.0,80000000000.0,0.6489,930.0
user_200,0,1200000000.0,798380000.0000001,800000000.0,0.2742,430.2
user_201,0,120000000.0,13167000.000000002,800000000.0,0.8803,858.78
user_202,0,12000000.0,3726800.0000000005,40000000.0,0.6612,796.89
user_203,0,60000000.0,7133500.000000001,0.0,0.8703,437.03
user_204,0,0.0,0.0,80000000000.0,0.3954,930.0
user_205,0,120000000.0,106260000.00000001,40000000000.0,0.034,879.29
user_206,15,0.0,0.0,80000000.0,0.5761,580.0
user_207,0,0.0,0.0,40000000000.0,0.3392,930.0
user_208,5,60000000.0,30349000.000000004,400000000.0,0.4482,800.76
user_209,10,0.0,0.0,4000000000.0,0.6811,771.51
user_210,0,120000000.0,32923000.000000004,40000000.0,0.7007,447.69
user_211,0,60000000.0,53482000.00000001,40000000.0,0.0276,430.0
user_212,5,0.0,0.0,8000000000.0,0.7693,895.51
user_213,0,0.0,0.0,0.0,0.4935,830.0
user_214,0,1200000000.0,487630000.00000006,8000000000.0,0.5567,839.37
user_215,5,60000000.0,38610000.0,8000000000.0,0.298,843.9
user_216,0,0.0,0.0,40000000.0,0.4208,930.0
user_217,0,1200000000.0,318559998.90000004,0.0,0.7104,430.0
user_218,0,0.0,0.0,40000000000.0,0.7767,930.0
user_219,5,60000000.0,33709500.0,80000000.0,0.3871,536.47
user_220,0,0.0,0.0,4000000000.0,0.6911,930.0
user_221,5,0.0,0.0,40000000000.0,0.258,895.51
user_222,0,60000000.0,9240000.0,40000000.0,0.832,510.1
user_223,0,120000000.0,42922000.0,400000000.0,0.6098,792.79
user_224,0,600000000.0,123640000.00000001,80000000000.0,0.7752,879.03
user_225,0,60000000.0,28753998.900000002,40000000.0,0.4772,458.12
user_226,0,0.0,0.0,400000000.0,0.2291,930.0
user_227,0,0.0,0.0,8000000.0,0.4292,930.0
user_228,5,0.0,0.0,80000000.0,0.3815,895.51
user_229,0,1200000000.0,734030000.0,8000000.0,0.3327,430.0
user_230,0,120000000.0,86658000.0,40000000.0,0.2122,430.0
user_231,0,120000000.0,26488000.000000004,400000000.0,0.7592,804.48
user_232,0,600000000.0,502480000.00000006,40000000000.0,0.0864,875.8
user_233,0,600000000.0,61820000.00000001,40000000.0,0.8876,438.76
user_234,0,0.0,0.0,80000000000.0,0.175,930.0
user_235,5,0.0,0.0,800000000.0,0.9799,913.5
user_236,0,12000000.0,126498.90000000001,80000000.0,0.9885,872.8
user_237,0,600000000.0,330880000.0,80000000.0,0.3984,430.0
user_238,0,600000000.0,6709998.9,80000000000.0,0.9878,898.06
user_239,0,0.0,0.0,80000000000.0,0.8691,936.91
user_240,0,0.0,0.0,400000000.0,0.0824,930.0
user_241,0,12000000.0,579698.9,4000000000.0,0.9473,894.47
user_242,0,600000000.0,526625000.00000006,80000000.0,0.0425,430.0
user_243,0,0.0,0.0,8000000000.0,0.1819,930.0
user_244,0,0.0,0.0,40000000000.0,0.5846,930.0
user_245,0,1200000000.0,1011230000.0000001,40000000000.0,0.0807,870.69
user_246,5,600000000.0,461065000.00000006,40000000000.0,0.1617,841.54
user_247,0,120000000.0,5114998.9,8000000.0,0.9535,481.41
user_248,0,60000000.0,291498.9,40000000.0,0.9947,548.74
user_249,0,0.0,0.0,400000000.0,0.7981,930.0
user_250,0,120000000.0,53328000.00000001,0.0,0.5152,430.0
user_251,0,120000000.0,10967000.0,80000000.0,0.9003,526.32
user_252,0,1200000000.0,976910000.0000001,400000000.0,0.1119,430.0
user_253,0,0.0,0.0,40000000000.0,0.9429,944.29
user_254,0,0.0,0.0,8000000000.0,0.3516,930.0
user_255,0,60000000.0,7617498.9,0.0,0.8615,436.15
user_256,0,0.0,0.0,40000000.0,0.6684,930.0
user_257,0,0.0,0.0,40000000.0,0.9603,946.03
user_258,5,600000000.0,74414998.9,800000000.0,0.8647,650.29
user_259,0,60000000.0,6165498.9,80000000.0,0.8879,691.63
user_260,0,60000000.0,20251000.0,80000000.0,0.6318,628.52
user_261,0,0.0,0.0,0.0,0.8332,833.32
user_262,0,0.0,0.0,80000000000.0,0.7571,930.0
user_263,0,0.0,0.0,80000000.0,0.1616,930.0
user_264,0,1200000000.0,386540000.00000006,0.0,0.6486,430.0
user_265,5,0.0,0.0,400000000.0,0.1482,895.51
user_266,0,0.0,0.0,40000000.0,0.8695,936.95
user_267,0,1200000000.0,1027510000.0000001,80000000000.0,0.0659,875.74
user_268,0,600000000.0,7150000.000000001,400000000.0,0.987,546.91
user_269,0,12000000.0,6593398.9,40000000.0,0.4006,775.42
user_270,0,0.0,0.0,400000000.0,0.1706,930.0
user_271,0,0.0,0.0,80000000.0,0.9357,943.57
user_272,0,120000000.0,105006000.00000001,40000000000.0,0.0454,879.3
user_273,0,60000000.0,29144500.000000004,800000000.0,0.4701,860.42
user_274,0,60000000.0,12639000.000000002,80000000000.0,0.7702,879.93
user_275,5,0.0,0.0,8000000.0,0.3168,895.51
user_276,0,1200000000.0,518319998.90000004,0.0,0.5288,430.0
user_277,0,0.0,0.0,0.0,0.7004,830.0
user_278,0,0.0,0.0,0.0,0.952,845.2
user_279,0,0.0,0.0,40000000000.0,0.1027,930.0
user_280,0,0.0,0.0,400000000.0,0.1572,930.0
user_281,0,0.0,0.0,80000000.0,0.5089,930.0
user_282,0,0.0,0.0,80000000000.0,0.4185,930.0
user_283,0,0.0,0.0,400000000.0,0.4108,930.0
user_284,0,12000000.0,7733000.000000001,40000000000.0,0.297,879.96
user_285,0,0.0,0.0,40000000.0,0.5607,930.0
user_286,5,0.0,0.0,40000000.0,0.8833,903.84
user_287,0,600000000.0,461505000.00000006,8000000.0,0.1609,430.0
user_288,0,0.0,0.0,8000000000.0,0.2153,930.0
user_289,0,120000000.0,36212000.0,4000000000.0,0.6708,874.47
user_290,0,60000000.0,51909000.00000001,8000000.0,0.0562,430.0
user_291,0,60000000.0,17941000.0,80000000.0,0.6738,637.94
user_292,0,0.0,0.0,4000000000.0,0.3145,930.0
user_293,0,120000000.0,70631000.0,0.0,0.3579,430.0
user_294,0,60000000.0,32697500.000000004,0.0,0.4055,430.0
user_295,0,60000000.0,35772000.0,8000000000.0,0.3496,878.46
user_296,0,60000000.0,8734000.0,800000000.0,0.8412,870.7
user_297,0,0.0,0.0,8000000.0,0.9461,944.61
user_298,0,120000000.0,49719998.900000006,80000000000.0,0.548,879.8
user_299,0,1200000000.0,459910000.00000006,80000000000.0,0.5819,877.28
user_300,5,0.0,0.0,0.0,0.0705,795.51
user_301,0,0.0,0.0,40000000.0,0.7132,930.0
user_302,0,0.0,0.0,80000000.0,0.5841,930.0
user_303,0,12000000.0,10445600.0,400000000.0,0.0504,870.49
user_304,0,1200000000.0,881760000.0000001,80000000000.0,0.1984,876.15
user_305,0,0.0,0.0,40000000.0,0.2019,930.0
user_306,5,0.0,0.0,400000000.0,0.171,895.51
user_307,0,1200000000.0,375540000.00000006,4000000000.0,0.6586,796.69
user_308,0,0.0,0.0,40000000000.0,0.9284,942.84
user_309,0,12000000.0,2607000.0,400000000.0,0.763,875.01
user_310,0,0.0,0.0,80000000.0,0.4774,930.0
user_311,5,0.0,0.0,80000000000.0,0.4041,895.51
user_312,10,0.0,0.0,40000000000.0,0.3865,771.51
user_313,0,0.0,0.0,8000000000.0,0.6012,930.0
user_314,0,0.0,0.0,400000000.0,0.3592,930.0
user_315,0,120000000.0,85129000.0,40000000000.0,0.2261,879.4
user_316,0,120000000.0,43692000.0,40000000000.0,0.6028,879.58
user_317,0,0.0,0.0,0.0,0.3907,830.0
user_318,0,0.0,0.0,800000000.0,0.0141,930.0
user_319,0,1200000000.0,1075580000.0,400000000.0,0.0222,430.0
user_320,5,1200000000.0,798490000.0000001,800000000.0,0.2741,430.19
user_321,0,0.0,0.0,80000000000.0,0.5124,930.0
user_322,0,12000000.0,7103798.9,40000000.0,0.3542,771.44
user_323,0,600000000.0,536745000.00000006,40000000.0,0.0241,430.0
user_324,0,0.0,0.0,80000000000.0,0.2232,930.0
user_325,0,600000000.0,496980000.00000006,400000000.0,0.0964,430.0
user_326,5,0.0,0.0,4000000000.0,0.9486,910.37
user_327,0,1200000000.0,755920000.0000001,80000000.0,0.3128,430.0
user_328,0,1200000000.0,1083720000.0,800000000.0,0.0148,430.0
user_329,0,0.0,0.0,400000000.0,0.6606,930.0
user_330,0,0.0,0.0,8000000.0,0.2324,930.0
user_331,0,1200000000.0,476630000.00000006,0.0,0.5667,430.0
user_332,5,600000000.0,467115000.00000006,800000000.0,0.1507,477.55
user_333,0,1200000000.0,17600000.0,400000000.0,0.984,544.0
user_334,0,0.0,0.0,40000000000.0,0.9703,947.03
user_335,0,1200000000.0,378400000.00000006,4000000000.0,0.656,796.48
user_336,5,600000000.0,161039998.9,0.0,0.7072,430.0
user_337,0,600000000.0,315755000.0,80000000000.0,0.4259,878.57
user_338,0,0.0,0.0,800000000.0,0.9622,946.22
user_339,0,0.0,0.0,4000000000.0,0.4237,930.0
user_340,0,0.0,0.0,40000000.0,0.2395,930.0
user_341,5,0.0,0.0,40000000000.0,0.1154,895.51
user_342,5,600000000.0,435545000.00000006,8000000.0,0.2081,430.0
user_343,5,12000000.0,4705800.0,0.0,0.5722,430.0
user_344,0,12000000.0,8303900.000000001,80000000000.0,0.2451,879.98
user_345,5,60000000.0,19019000.0,80000000000.0,0.6542,845.43
user_346,0,1200000000.0,679580000.0,40000000000.0,0.3822,872.67
user_347,10,0.0,0.0,4000000000.0,0.8869,780.2
user_348,0,0.0,0.0,80000000000.0,0.5585,930.0
user_349,0,120000000.0,41513998.900000006,0.0,0.6226,430.0
user_350,0,0.0,0.0,80000000.0,0.5566,930.0
user_351,0,0.0,0.0,80000000000.0,0.8856,938.56
user_352,0,1200000000.0,1030260000.0000001,40000000.0,0.0634,430.0
user_353,0,1200000000.0,1025970000.0000001,4000000000.0,0.0673,746.04
user_354,0,600000000.0,164065000.0,400000000.0,0.7017,488.98
user_355,0,0.0,0.0,40000000000.0,0.768,930.0
user_356,0,600000000.0,311520000.0,40000000.0,0.4336,430.0
user_357,0,60000000.0,35623498.900000006,800000000.0,0.3523,858.32
user_358,0,0.0,0.0,80000000000.0,0.2779,930.0
user_359,0,0.0,0.0,8000000.0,0.2344,930.0
user_360,0,0.0,0.0,40000000.0,0.912,941.2
user_361,5,0.0,0.0,80000000.0,0.2951,895.51
user_362,0,0.0,0.0,800000000.0,0.6481,930.0
user_363,0,0.0,0.0,0.0,0.7871,830.0
user_364,0,120000000.0,107580000.00000001,800000000.0,0.022,818.16
user_365,0,0.0,0.0,80000000.0,0.0339,930.0
user_366,0,12000000.0,7335900.000000001,8000000000.0,0.3331,879.75
user_367,0,1200000000.0,334400000.0,40000000000.0,0.696,874.62
user_368,0,0.0,0.0,8000000000.0,0.2608,930.0
user_369,0,60000000.0,54917500.00000001,8000000000.0,0.0015,877.97
user_370,5,600000000.0,391545000.00000006,8000000.0,0.2881,430.0
user_371,0,0.0,0.0,80000000000.0,0.0901,930.0
user_372,0,0.0,0.0,8000000.0,0.2194,930.0
user_373,5,12000000.0,7334800.000000001,800000000.0,0.3332,842.06
user_374,0,1200000000.0,959090000.0000001,400000000.0,0.1281,430.0
user_375,0,1200000000.0,322960000.0,800000000.0,0.7064,489.63
user_376,10,12000000.0,8185100.000000001,40000000000.0,0.2559,721.47
user_377,0,0.0,0.0,80000000000.0,0.6611,930.0
user_378,0,0.0,0.0,4000000000.0,0.599,930.0
user_379,0,1200000000.0,112199998.9,400000000.0,0.898,511.75
user_380,0,12000000.0,10033100.0,80000000000.0,0.0879,879.98
user_381,0,120000000.0,86394000.0,4000000000.0,0.2146,871.58
user_382,5,0.0,0.0,8000000000.0,0.8652,902.03
user_383,0,0.0,0.0,0.0,0.8221,832.21
user_384,0,600000000.0,444345000.00000006,80000000000.0,0.1921,878.24
user_385,0,1200000000.0,981530000.0000001,4000000000.0,0.1077,749.69
user_386,0,1200000000.0,158180000.0,80000000.0,0.8562,435.62
user_387,0,1200000000.0,904090000.0000001,400000000.0,0.1781,430.0
user_388,0,0.0,0.0,8000000.0,0.8711,937.11
user_389,0,12000000.0,427900.00000000006,80000000000.0,0.9611,896.1
user_390,0,0.0,0.0,400000000.0,0.2208,930.0
user_391,0,0.0,0.0,40000000000.0,0.8404,934.04
user_392,5,60000000.0,31691000.000000004,0.0,0.4238,430.0
user_393,0,60000000.0,11616000.000000002,40000000.0,0.7888,500.96
user_394,5,1200000000.0,651860000.0,80000000.0,0.4074,430.0
user_395,5,0.0,0.0,40000000000.0,0.0704,895.51
user_396,5,0.0,0.0,8000000.0,0.7127,895.51
user_397,5,600000000.0,467115000.00000006,4000000000.0,0.1507,788.96
user_398,5,600000000.0,40149998.900000006,40000000000.0,0.927,856.42
user_399,0,600000000.0,320265000.0,80000000000.0,0.4177,878.56
user_400,5,600000000.0,504900000.00000006,80000000.0,0.082,430.0
user_401,0,0.0,0.0,400000000.0,0.2285,930.0
user_402,0,0.0,0.0,80000000000.0,0.8625,936.25
user_403,0,120000000.0,74679000.0,80000000.0,0.3211,436.65
user_404,0,0.0,0.0,4000000000.0,0.8563,935.63
user_405,0,0.0,0.0,8000000000.0,0.1723,930.0
user_406,5,120000000.0,58498000.00000001,8000000000.0,0.4682,842.46
user_407,0,12000000.0,1338700.0,40000000.0,0.8783,820.99
user_408,10,60000000.0,52338000.00000001,8000000.0,0.0484,430.0
user_409,0,1200000000.0,765270000.0000001,800000000.0,0.3043,434.34
user_410,0,60000000.0,4955498.9,0.0,0.9099,440.99
user_411,0,1200000000.0,443849998.90000004,40000000000.0,0.5965,874.02
user_412,0,0.0,0.0,4000000000.0,0.7162,930.0
user_413,0,120000000.0,17369000.0,8000000000.0,0.8421,882.21
user_414,0,600000000.0,262020000.00000003,4000000000.0,0.5236,838.13
user_415,0,600000000.0,85029998.9,400000000.0,0.8454,513.28
user_416,10,0.0,0.0,400000000.0,0.6388,771.51
user_417,0,12000000.0,3457300.0000000005,4000000000.0,0.6857,879.62
user_418,0,0.0,0.0,4000000000.0,0.1529,930.0
user_419,0,120000000.0,6710000.000000001,8000000.0,0.939,460.02
user_420,0,120000000.0,22428998.900000002,8000000.0,0.7961,430.0
user_421,0,0.0,0.0,4000000000.0,0.2542,930.0
user_422,5,12000000.0,4620000.0,400000000.0,0.58,839.43
user_423,5,120000000.0,68584998.9,8000000.0,0.3765,430.0
user_424,0,120000000.0,37356000.0,0.0,0.6604,430.0
user_425,0,12000000.0,69298.90000000001,40000000000.0,0.9937,899.35
user_426,5,600000000.0,524865000.00000006,8000000000.0,0.0457,818.17
user_427,0,0.0,0.0,8000000.0,0.9525,945.25
user_428,0,600000000.0,510180000.00000006,8000000.0,0.0724,430.0
user_429,0,0.0,0.0,40000000.0,0.4608,930.0
user_430,0,0.0,0.0,80000000.0,0.4821,930.0
user_431,5,600000000.0,402215000.00000006,40000000000.0,0.2687,841.87
